cell_id,session_date,direction,entry_minute,entry_price,shares,gross,holding_minutes,exit_minute,exit_price,exit_reason
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-11,long,181,48.16,2628,-236.51999999999026,120.0,301,48.07,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-12,long,31,48.22,2607,130.35000000001133,90.0,121,48.27,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-12,long,181,48.4,2607,-52.13999999998963,90.0,271,48.38,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-12,long,301,48.53,2607,130.34999999999255,90.0,390,48.58,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-14,short,31,46.95,2547,127.35000000001105,360.0,390,46.9,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-17,short,181,46.37,2518,-377.70000000001426,60.0,241,46.52,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-18,short,271,46.6,2528,404.48000000000934,120.0,390,46.44,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-19,short,121,45.7875,2580,-703.0500000000023,60.0,181,46.06,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-20,short,61,44.61,2733,-869.093999999994,60.0,121,44.928,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-20,short,181,44.7,2733,-245.96999999999022,60.0,241,44.79,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-21,long,31,44.59,2652,-822.120000000006,30.0,61,44.28,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-21,long,121,44.86,2652,-79.56000000000279,90.0,211,44.83,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-26,long,31,45.39,2694,-80.82000000000309,30.0,61,45.36,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-05-28,short,271,45.33,2574,-283.1399999999985,30.0,301,45.44,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-01,long,61,46.19,3270,-752.0999999999897,60.0,121,45.96,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-01,long,241,46.1,3270,-654.0000000000093,30.0,271,45.9,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-02,long,331,45.93,3221,1062.9299999999948,60.0,390,46.26,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-03,long,31,46.63,3063,-949.530000000007,30.0,61,46.32,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-04,short,331,45.11,3080,92.4000000000035,60.0,390,45.08,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-07,short,91,44.68,2885,-259.6500000000099,30.0,121,44.77,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-07,short,331,44.55,2885,822.2249999999901,60.0,390,44.265,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-08,short,31,44.01,2917,-145.8500000000123,90.0,121,44.06,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-08,short,241,43.88,2917,-290.5331999999862,60.0,301,43.9796,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-09,long,121,44.89,2924,-380.1200000000075,30.0,151,44.76,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-09,long,181,44.87,2924,-584.7999999999876,30.0,211,44.67,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-10,long,31,44.601,2911,-62.29539999999969,30.0,61,44.5796,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-10,long,121,44.7,2911,-232.88000000001557,30.0,151,44.62,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-10,long,301,44.75,2911,989.74000000001,90.0,390,45.09,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-15,long,31,46.17,2971,1634.049999999991,360.0,390,46.72,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-21,short,361,46.51,3127,-187.6200000000071,30.0,390,46.57,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-23,short,61,45.7799,3410,-784.6410000000006,30.0,91,46.01,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-23,short,151,45.91,3410,-170.5000000000145,30.0,181,45.96,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-24,short,31,45.5595,3453,-692.3264999999935,30.0,61,45.76,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-24,short,91,45.5401,3453,-310.4247000000003,150.0,241,45.63,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-28,short,31,45.02,4399,-87.97999999998257,30.0,61,45.04,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-06-29,short,31,43.95,4460,2453.0000000000186,360.0,390,43.4,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-01,short,61,42.2,4104,-697.6799999999774,60.0,121,42.37,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-01,short,151,42.35,4104,-738.7199999999987,60.0,211,42.53,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-02,short,211,42.2538,4181,-694.8822000000143,120.0,331,42.42,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-07,long,31,42.96,5439,217.55999999999528,30.0,61,43.0,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-07,long,91,43.24,5439,3916.079999999993,300.0,390,43.96,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-12,long,31,44.97,3815,-1106.3499999999967,30.0,61,44.68,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-14,long,151,45.77,3591,-341.1450000000214,60.0,211,45.675,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-15,short,61,45.13,3570,-499.800000000002,60.0,121,45.27,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-16,short,31,45.06,3693,2585.10000000001,360.0,390,44.36,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-21,short,331,44.62,4174,-83.48000000001319,60.0,390,44.64,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-22,long,31,45.47,4269,1280.7000000000173,360.0,390,45.77,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-07-29,short,121,45.64,4460,-356.79999999999256,150.0,271,45.72,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-02,long,61,46.64,4403,88.05999999998248,30.0,91,46.66,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-03,short,31,46.38,4281,-684.9599999999853,60.0,91,46.54,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-10,short,31,46.38,5454,-763.560000000003,30.0,61,46.52,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-10,short,91,46.41,5454,-490.8600000000186,30.0,121,46.5,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-10,short,241,46.31,5454,-1364.045399999979,60.0,301,46.5601,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-11,short,31,45.58,5662,-283.1000000000242,30.0,61,45.63,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-11,short,91,45.4,5662,-509.58000000001925,210.0,301,45.49,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-11,short,331,45.3462,5662,-304.615599999974,60.0,390,45.4,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-16,long,91,45.0,5460,-764.4000000000033,30.0,121,44.86,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-16,long,181,45.03,5460,-327.6000000000123,30.0,211,44.97,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-17,long,121,45.53,5327,-852.3200000000196,270.0,390,45.37,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-18,long,211,45.69,4987,-748.049999999993,150.0,361,45.54,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-19,short,61,44.97,4972,-99.4400000000154,300.0,361,44.99,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-23,short,91,44.68,5302,1.5631940186722204e-13,90.0,181,44.68,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-23,short,211,44.64,5302,-318.12000000001206,30.0,241,44.7,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-23,short,271,44.69,5302,1139.92999999998,120.0,390,44.475,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-24,short,31,43.79,5362,-241.29000000000923,60.0,91,43.835,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-24,short,271,43.73,5362,-107.24000000001676,30.0,301,43.75,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-25,long,331,44.05,5446,272.30000000002315,60.0,390,44.1,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-26,short,301,43.65,4975,447.7499999999816,90.0,390,43.56,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-08-27,short,31,43.34,4976,-1542.5599999999754,30.0,61,43.65,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-01,long,61,44.7,5515,386.05000000000064,330.0,390,44.77,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-02,long,361,45.1601,4136,413.18639999999215,30.0,390,45.26,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-03,long,31,45.97,4014,-1324.6199999999933,30.0,61,45.64,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-08,long,31,46.02,3842,764.1737999999798,360.0,390,46.2189,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-13,long,61,47.2,3895,-428.4499999999978,120.0,181,47.09,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-14,long,151,47.62,3902,-624.3199999999867,90.0,241,47.46,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-14,long,331,47.59,3902,-429.22000000002544,60.0,390,47.48,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-20,long,31,48.2999,4880,2586.8879999999863,360.0,390,48.83,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-23,long,91,48.9047,7047,-1231.1109000000104,240.0,331,48.73,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-24,long,31,49.3781,6806,1884.5813999999825,360.0,390,49.655,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-27,short,31,49.5,6294,-188.82000000000716,30.0,61,49.53,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-28,short,31,48.97,6396,-1407.1199999999926,60.0,91,49.19,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-09-30,short,121,48.8807,6224,-1240.4432000000056,90.0,211,49.08,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-04,short,121,48.37,6534,-784.0800000000299,270.0,390,48.49,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-05,long,61,49.4,5823,1572.2100000000173,330.0,390,49.67,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-06,short,61,49.33,4744,142.32000000000545,60.0,121,49.3,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-06,short,181,49.2,4744,-7.389644451905042e-13,210.0,390,49.2,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-08,short,61,49.11,4546,-1000.1199999999949,30.0,91,49.33,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-08,long,361,49.76,4546,-68.19000000000258,30.0,390,49.745,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-12,short,31,49.37,4794,-1390.259999999996,30.0,61,49.66,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-12,long,361,50.19,4794,-335.5800000000013,30.0,390,50.12,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-14,short,331,50.22,4580,-549.6000000000208,30.0,361,50.34,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-19,short,31,50.59,4656,-1792.5599999999913,30.0,61,50.975,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-20,long,31,51.11,4070,-508.75,30.0,61,50.985,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-20,long,91,51.22,4070,-142.4499999999861,300.0,390,51.185,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-21,short,271,50.82,4027,-604.0499999999943,30.0,301,50.97,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-22,long,91,51.53,4037,-80.74000000001263,30.0,121,51.51,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-22,long,181,51.64,4037,-80.74000000001261,30.0,211,51.62,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-22,long,241,51.64,4037,-403.70000000000573,30.0,271,51.54,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-22,long,301,51.65,4037,-282.59000000000117,90.0,390,51.58,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-25,long,31,52.11,4270,-661.8500000000049,60.0,91,51.955,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-28,short,61,52.04,5493,-82.39500000000314,30.0,91,52.055,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-10-28,short,181,51.905,5493,-1016.2050000000123,60.0,241,52.09,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-01,long,31,52.59,5426,-651.1200000000247,60.0,91,52.47,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-02,long,271,52.8801,5403,-378.7502999999812,30.0,301,52.81,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-03,short,121,52.56,5268,-210.71999999999554,90.0,211,52.6,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-03,short,301,52.47,5268,-2634.0000000000005,30.0,331,52.97,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-10,short,31,53.23,8152,-244.56000000000938,60.0,91,53.26,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-10,long,331,53.73,8152,-244.55999999995146,30.0,361,53.7,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-12,short,91,52.77,7498,1874.4999999999989,300.0,390,52.52,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-16,short,121,51.5,5787,86.80500000000336,270.0,390,51.485,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-17,long,61,51.77,5023,-1808.280000000033,300.0,361,51.41,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-18,long,61,52.6526,4872,-646.0271999999829,240.0,301,52.52,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-18,long,331,52.5985,4872,-674.7720000000024,60.0,390,52.46,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-22,long,31,52.83,4225,-1394.2499999999927,60.0,91,52.5,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-23,short,31,52.1701,4253,468.2552999999819,360.0,390,52.06,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-24,long,31,52.82,3945,1163.7750000000074,360.0,390,53.115,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-11-29,short,31,52.27,3658,-438.9599999999906,270.0,301,52.39,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-01,long,31,53.2601,3521,-528.5021000000066,30.0,61,53.11,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-01,long,91,53.225,3521,-88.02499999999459,300.0,390,53.2,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-02,long,121,53.6062,3103,-3.723600000013363,60.0,181,53.605,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-02,long,211,53.62,3103,341.329999999998,180.0,390,53.73,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-15,long,91,54.63,4258,-510.96000000001925,30.0,121,54.51,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-15,short,331,54.06,4258,-681.2799999999854,30.0,361,54.22,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-16,long,121,54.5999,4939,-197.06609999997937,270.0,390,54.56,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-20,short,61,54.24,4995,-899.0999999999985,90.0,151,54.42,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-30,short,61,54.63,7559,-75.58999999998497,30.0,91,54.64,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-30,short,121,54.6,7559,-302.3599999999937,60.0,181,54.64,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-30,short,211,54.61,7559,-151.1800000000236,30.0,241,54.63,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-31,short,31,54.32,7524,-272.3688000000066,150.0,181,54.3562,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2010-12-31,short,211,54.313,7524,-278.38799999999276,60.0,271,54.35,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-03,long,31,55.33,7421,593.6799999999868,270.0,301,55.41,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-04,short,151,55.079,7121,-1520.3334999999736,150.0,301,55.2925,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-05,long,121,55.63,7049,634.4099999999744,270.0,390,55.72,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-07,short,181,55.7081,6960,-430.8240000000093,150.0,331,55.77,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-10,long,361,56.14,6954,-278.15999999999406,30.0,390,56.1,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-14,long,271,56.92,6881,619.2899999999747,120.0,390,57.01,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-19,short,31,57.02,6791,3667.1400000000413,360.0,390,56.48,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-20,short,91,55.82,5626,-1012.6799999999986,120.0,211,56.0,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-20,short,241,55.89,5626,-556.9739999999812,30.0,271,55.989,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-24,long,121,56.2,5120,1126.3999999999942,270.0,390,56.42,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-26,long,61,56.94,5403,-594.3299999999967,30.0,91,56.83,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-27,long,31,57.16,5436,-163.0799999999674,30.0,61,57.13,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-28,short,61,56.7,5328,5274.720000000013,330.0,390,55.71,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-01-31,short,31,55.58,3864,-309.1199999999934,30.0,61,55.66,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-01,long,31,56.58,3799,1766.535000000011,360.0,390,57.045,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-07,long,91,57.78,3438,214.87500000000006,90.0,181,57.8425,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-07,long,211,57.89,3438,-85.94999999999513,60.0,271,57.865,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-08,long,31,57.78,3417,170.8499999999903,30.0,61,57.83,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-11,long,271,58.35,3801,152.0399999999969,120.0,390,58.39,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-16,long,91,59.02,3880,-349.2000000000131,60.0,151,58.93,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-18,short,301,58.59,6843,-547.4399999999882,30.0,331,58.67,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-18,short,361,58.62,6843,-821.1600000000312,30.0,390,58.74,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-22,short,151,57.6675,6581,4195.387499999974,240.0,390,57.03,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-23,short,31,56.94,4328,-21.64000000001107,30.0,61,56.945,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-23,short,121,56.73,4328,216.3999999999873,210.0,331,56.68,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-24,short,271,56.21,4242,-1951.3200000000036,30.0,301,56.67,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-25,long,31,57.3962,4084,1016.099200000013,360.0,390,57.645,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-02-28,long,31,57.97,3842,100.6604000000111,30.0,61,57.9962,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-01,short,61,57.43,3863,-772.6000000000109,30.0,91,57.63,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-01,short,121,57.51,3863,2410.5119999999824,270.0,390,56.886,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-02,long,31,57.049,3774,-109.44599999998627,120.0,151,57.02,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-02,long,331,57.27,3774,-377.4000000000053,60.0,390,57.17,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-03,long,31,58.0102,3653,875.9894000000085,360.0,390,58.25,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-04,short,61,57.94,3263,-554.7100000000056,30.0,91,58.11,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-04,short,181,57.62,3263,-1132.261000000004,210.0,390,57.967,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-07,short,91,57.49,3238,760.9299999999976,270.0,361,57.255,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-08,long,121,57.49,3205,448.7000000000021,90.0,211,57.63,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-09,short,91,56.9,3185,95.55000000000373,30.0,121,56.87,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-10,short,31,56.1505,3275,-260.3624999999868,60.0,91,56.23,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-11,long,361,56.62,3152,-406.607999999993,30.0,390,56.491,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-16,short,121,54.73,3712,371.1999999999789,60.0,181,54.63,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-16,short,211,54.65,3712,1893.1199999999926,180.0,390,54.14,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-21,long,31,55.55,3423,136.9200000000214,120.0,151,55.59,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-24,long,151,56.51,3446,-2.7567999999936035,60.0,211,56.5092,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-24,long,241,56.5691,3446,-31.358599999988144,30.0,271,56.56,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-24,long,301,56.62,3446,310.14000000001175,90.0,390,56.71,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-29,long,61,56.775,3221,64.4200000000105,180.0,241,56.795,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-29,long,271,56.85,3221,96.63000000000363,30.0,301,56.88,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-03-29,long,331,56.97,3221,225.14790000001315,60.0,390,57.0399,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-04,short,61,57.27,3392,-305.27999999998747,60.0,121,57.36,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-04,short,271,57.06,3392,-237.44000000000096,30.0,301,57.13,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-07,long,31,57.55,5157,-825.1199999999826,30.0,61,57.39,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-08,short,331,56.78,5200,-884.000000000009,60.0,390,56.95,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-11,short,331,56.645,6304,126.08000000001971,30.0,361,56.625,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-12,short,31,56.38,6309,-63.72089999996365,30.0,61,56.3901,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-12,short,91,56.27,6309,31.545000000016188,60.0,151,56.265,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-13,long,91,56.97,6007,-841.5806999999804,30.0,121,56.8299,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-15,short,31,56.41,7831,-1096.340000000004,30.0,61,56.55,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-18,short,31,55.6304,7831,81.4424000000317,120.0,151,55.62,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-18,short,181,55.6292,7831,-218.48490000001937,30.0,211,55.6571,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-18,short,241,55.6,7831,-2231.834999999974,30.0,271,55.885,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-20,long,61,57.86,7433,-668.9699999999725,150.0,211,57.77,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-20,long,271,57.83,7433,222.2467000000366,90.0,361,57.8599,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-26,long,91,58.87,4627,-115.67499999999347,120.0,211,58.845,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2011-04-26,long,301,58.845,4627,-46.26999999999079,30.0,331,58.835,scheduled_fill
